club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
28643,waasland-beveren,Waasland Beveren,BE1,8.21,27,25.5,14,51.9,2,Freethielstadion,13290,+£1.26m,Nicky Hayen,https://www.transfermarkt.co.uk/waasland-beveren/startseite/verein/28643
3609,rotor-volgograd,Rotor Volgograd,RU1,7.72,24,25.0,3,12.5,1,Volgograd Arena,45568,£-54Th.,Aleksandr Khatskevich,https://www.transfermarkt.co.uk/rotor-volgograd/startseite/verein/3609
41201,pfk-tambov,Pfk Tambov,RU1,,0,,0,,0,Mordovia Arena,44149,+-0,Sergey Pervushin,https://www.transfermarkt.co.uk/pfk-tambov/startseite/verein/41201
4294,sc-farense,Sc Farense,PO1,6.77,30,25.2,19,63.3,3,Estádio São Luís,15000,+£315Th.,Sérgio Vieira,https://www.transfermarkt.co.uk/sc-farense/startseite/verein/4294
347,fc-metz,Fc Metz,FR1,70.16,31,25.5,18,58.1,7,Stade Saint-Symphorien,26700,+£17.10m,László Bölöni,https://www.transfermarkt.co.uk/fc-metz/startseite/verein/347
65,spvgg-greuther-furth,Spvgg Greuther Furth,L1,28.89,28,24.9,11,39.3,2,Sportpark Ronhof | Thomas Sommer,16626,+£1.94m,Stefan Leitl,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
511,dundee-fc,Dundee Fc,SC1,6.21,27,26.7,9,33.3,1,Kilmac Stadium at Dens Park,11850,+-0,Gary Bowyer,https://www.transfermarkt.co.uk/dundee-fc/startseite/verein/511
443,vejle-boldklub,Vejle Boldklub,DK1,7.38,26,23.8,19,73.1,3,Vejle Stadion,10418,+£3.02m,Ivan Prelec,https://www.transfermarkt.co.uk/vejle-boldklub/startseite/verein/443
1132,fc-burnley,Fc Burnley,GB1,114.66,26,29.6,12,46.2,9,Turf Moor,21994,£-4.86m,Mike Jackson,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
19789,yeni-malatyaspor,Yeni Malatyaspor,TR1,8.64,26,23.8,10,38.5,4,Yeni Malatya Stadyumu,25745,£-2.02m,Cihat Arslan,https://www.transfermarkt.co.uk/yeni-malatyaspor/startseite/verein/19789
441,apollon-smyrnis,Apollon Smyrnis,GR1,5.45,32,29.0,20,62.5,1,"Gipedo Rizoupolis ""Georgios Kamaras""",14200,+-0,Babis Tennes,https://www.transfermarkt.co.uk/apollon-smyrnis/startseite/verein/441
607,venezia-fc,Venezia Fc,IT1,64.78,30,26.8,21,70.0,10,Pier Luigi Penzo,11150,£-19.70m,Ivan Javorcic,https://www.transfermarkt.co.uk/venezia-fc/startseite/verein/607
2375,altay-sk,Altay Sk,TR1,11.0,29,27.6,11,37.9,4,Alsancak Mustafa Denizli Stadı,15000,£-2.35m,Sinan Kaloglu,https://www.transfermarkt.co.uk/altay-sk/startseite/verein/2375
1467,goztepe,Goztepe,TR1,16.9,29,25.5,11,37.9,3,Gürsel Aksel Stadyumu,19713,+£2.05m,Serdar Sabuncu,https://www.transfermarkt.co.uk/goztepe/startseite/verein/1467
126,caykur-rizespor,Caykur Rizespor,TR1,17.89,25,27.0,11,44.0,5,Çaykur Didi,15332,+-0,Bülent Korkmaz,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126
1390,cagliari-calcio,Cagliari Calcio,IT1,95.9,27,26.3,12,44.4,6,Unipol Domus,16416,£-6.48m,Fabio Liverani,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390
252,genua-cfc,Genua Cfc,IT1,88.52,32,25.7,17,53.1,8,Luigi Ferraris,34901,£-18.36m,Alexander Blessin,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
5817,sonderjyske,Sonderjyske,DK1,8.21,28,24.6,13,46.4,4,Sydbank Park,10000,£-139Th.,Henrik Hansen,https://www.transfermarkt.co.uk/sonderjyske/startseite/verein/5817
16239,desna-chernigiv,Desna Chernigiv,UKR1,2.81,15,25.2,2,13.3,0,Stadion im. Yuriya Gagarina,12060,+£450Th.,Oleksandr Ryabokon,https://www.transfermarkt.co.uk/desna-chernigiv/startseite/verein/16239
6993,fk-mariupol,Fk Mariupol,UKR1,4.86,18,22.4,0,,0,Stadion im. Volodymyra Boyko,12680,+-0,Ostap Markevych,https://www.transfermarkt.co.uk/fk-mariupol/startseite/verein/6993
1123,norwich-city,Norwich City,GB1,125.19,37,25.1,23,62.2,15,Carrow Road,27244,£-23.09m,Dean Smith,https://www.transfermarkt.co.uk/norwich-city/startseite/verein/1123
1010,fc-watford,Fc Watford,GB1,131.22,34,27.4,29,85.3,18,Vicarage Road,21577,£-27.59m,Roy Hodgson,https://www.transfermarkt.co.uk/fc-watford/startseite/verein/1010
1108,deportivo-alaves,Deportivo Alaves,ES1,51.66,26,27.2,7,26.9,2,Mendizorrotza,19840,+£2.12m,Luis García,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
16795,fc-granada,Fc Granada,ES1,80.46,29,27.8,13,44.8,4,Nuevo Los Cármenes,19336,£-12.11m,Aitor Karanka,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
10,arminia-bielefeld,Arminia Bielefeld,L1,51.44,25,25.0,16,64.0,5,SchücoArena,26515,£-8.45m,Marco Kostmann,https://www.transfermarkt.co.uk/arminia-bielefeld/startseite/verein/10
41274,beerschot-v-a-,Beerschot V A ,BE1,13.41,26,25.9,15,57.7,2,Olympisch Stadion,12771,£-2.01m,Greg Vanderidt,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
979,moreirense-fc,Moreirense Fc,PO1,10.17,26,26.9,18,69.2,2,E. C. J. de Almeida Freitas,6153,+£5.58m,Ricardo Sá Pinto,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
2457,belenenses-sad,Belenenses Sad,PO1,11.7,28,25.1,14,50.0,4,Estádio das Seixas,12500,+£2.03m,Franclim Carvalho,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
3368,ud-levante,Ud Levante,ES1,66.51,28,28.5,9,32.1,4,Ciutat de València,25354,£-1.13m,Mehdi Nafti,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
403,willem-ii-tilburg,Willem Ii Tilburg,NL1,12.13,27,24.8,17,63.0,0,Koning Willem II Stadion,14700,+£3.65m,Kevin Hofland,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
1269,pec-zwolle,Pec Zwolle,NL1,12.22,30,24.6,12,40.0,3,MAC³PARK stadion,14000,+-0,Dick Schreuder,https://www.transfermarkt.co.uk/pec-zwolle/startseite/verein/1269
1304,heracles-almelo,Heracles Almelo,NL1,13.61,32,23.5,22,68.8,1,Erve Asito,12080,+£45Th.,René Kolmschot,https://www.transfermarkt.co.uk/heracles-almelo/startseite/verein/1304
7179,cd-tondela,Cd Tondela,PO1,17.51,27,24.8,18,66.7,5,Estádio João Cardoso,5000,+£378Th.,Nuno Campos,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
3729,arsenal-tula,Arsenal Tula,RU1,15.37,25,28.2,6,24.0,3,Arsenal,19241,+£2.21m,Oleg Kononov,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
2698,rubin-kazan,Rubin Kazan,RU1,24.35,22,25.0,4,18.2,4,Ak Bars Arena,45379,+£2.62m,Leonid Slutski,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
28095,fk-ufa,Fk Ufa,RU1,15.35,24,26.6,7,29.2,2,BetBoom Arena,15132,+£419Th.,Sergey Tomarov,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
40,fc-girondins-bordeaux,Fc Girondins Bordeaux,FR1,75.51,31,25.2,19,61.3,11,Matmut Atlantique,42052,+£7.47m,David Guion,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
618,as-saint-etienne,As Saint Etienne,FR1,86.67,29,25.3,15,51.7,8,Stade Geoffroy-Guichard,42000,£-540Th.,Laurent Batlles,https://www.transfermarkt.co.uk/as-saint-etienne/startseite/verein/618
294,benfica-lissabon,Benfica Lissabon,PO1,,30,25.6,17,56.7,10,Estádio da Luz,65000,+€67.50m,Roger Schmidt,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
798,sbv-excelsior-rotterdam,Sbv Excelsior Rotterdam,NL1,,23,23.2,8,34.8,1,Van Donge & De Roo Stadion - Woudestein,4400,+€2.63m,Marinus Dijkhuizen,https://www.transfermarkt.co.uk/sbv-excelsior-rotterdam/startseite/verein/798
2425,rio-ave-fc,Rio Ave Fc,PO1,,26,26.3,13,50.0,0,Estádio dos Arcos,9065,€-300k,Luís Freire,https://www.transfermarkt.co.uk/rio-ave-fc/startseite/verein/2425
724,fc-volendam,Fc Volendam,NL1,,28,22.5,11,39.3,0,Kras Stadion,7384,+-0,Wim Jonk,https://www.transfermarkt.co.uk/fc-volendam/startseite/verein/724
1147,ac-ajaccio,Ac Ajaccio,FR1,,29,28.4,15,51.7,11,Stade François-Coty,10446,+€300k,Olivier Pantaloni,https://www.transfermarkt.co.uk/ac-ajaccio/startseite/verein/1147
290,aj-auxerre,Aj Auxerre,FR1,,31,26.5,14,45.2,8,Stade de l'Abbé-Deschamps,18541,€-3.75m,Christophe Pélissier,https://www.transfermarkt.co.uk/aj-auxerre/startseite/verein/290
1531,fc-elche,Fc Elche,ES1,,25,28.0,9,36.0,3,Manuel Martínez Valero,31388,€-7.46m,Sergio Mantecón,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
33,fc-schalke-04,Fc Schalke 04,L1,,28,26.9,14,50.0,4,Veltins-Arena,62271,+€8.07m,Thomas Reis,https://www.transfermarkt.co.uk/fc-schalke-04/startseite/verein/33
3325,gd-chaves,Gd Chaves,PO1,,28,25.6,18,64.3,4,Estádio Municipal Eng.º Manuel Branco Teixeira,9000,+€4.50m,Vítor Campelos,https://www.transfermarkt.co.uk/gd-chaves/startseite/verein/3325
61825,fk-minaj,Fk Minaj,UKR1,,25,25.5,1,4.0,0,Stadion Minaj,2000,+-0,Volodymyr Sharan,https://www.transfermarkt.co.uk/fk-minaj/startseite/verein/61825
80,vfl-bochum,Vfl Bochum,L1,,29,27.4,17,58.6,7,Vonovia Ruhrstadion,26000,+€13.35m,Thomas Letsch,https://www.transfermarkt.co.uk/vfl-bochum/startseite/verein/80
3999,pas-lamia-1964,Pas Lamia 1964,GR1,,31,28.1,13,41.9,3,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,Gianluca Festa,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
206,brondby-if,Brondby If,DK1,,30,24.2,13,43.3,5,Brøndby Stadion,28000,€-6.80m,Niels Frederiksen,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
8024,fc-arouca,Fc Arouca,PO1,,26,25.8,20,76.9,2,Estádio Municipal de Arouca,5600,+€1.00m,Armando Evangelista,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
18105,pfk-lviv,Pfk Lviv,UKR1,,24,24.2,0,,0,Stadion SKIF,3742,+-0,Oleg Dulub,https://www.transfermarkt.co.uk/pfk-lviv/startseite/verein/18105
7775,hatayspor,Hatayspor,TR1,,30,26.6,13,43.3,7,Yeni Hatay Stadyumu,25000,€-510k,Volkan Demirel,https://www.transfermarkt.co.uk/hatayspor/startseite/verein/7775
989,afc-bournemouth,Afc Bournemouth,GB1,,27,26.2,13,48.1,9,Vitality Stadium,11329,€-26.90m,Gary O'Neil,https://www.transfermarkt.co.uk/afc-bournemouth/startseite/verein/989
11688,giresunspor,Giresunspor,TR1,,27,25.2,10,37.0,2,Çotanak Spor Kompleksi,21500,+€484k,Hakan Keles,https://www.transfermarkt.co.uk/giresunspor/startseite/verein/11688
3522,spezia-calcio,Spezia Calcio,IT1,,27,24.7,22,81.5,13,Alberto Picco,11512,€-1.70m,Luca Gotti,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
276,hellas-verona,Hellas Verona,IT1,,30,25.5,16,53.3,7,Marcantonio Bentegodi,39211,€-10.90m,Salvatore Bocchetti,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
24245,umraniyespor,Umraniyespor,TR1,,28,27.5,12,42.9,2,Ümraniye Belediyesi Şehir Stadı,2500,+-0,Recep Ucar,https://www.transfermarkt.co.uk/umraniyespor/startseite/verein/24245
380,us-salernitana-1919,Us Salernitana 1919,IT1,,30,25.9,18,60.0,8,Arechi,29739,€-23.38m,Davide Nicola,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
1005,us-lecce,Us Lecce,IT1,,32,23.6,23,71.9,6,Ettore Giardiniero,31559,€-2.40m,Marco Baroni,https://www.transfermarkt.co.uk/us-lecce/startseite/verein/1005
924,istanbulspor,Istanbulspor,TR1,,29,25.0,13,44.8,2,Esenyurt Necmi Kadıoğlu Stadyumu,7500,+€2.00m,Fatih Tekke,https://www.transfermarkt.co.uk/istanbulspor/startseite/verein/924
410,udinese-calcio,Udinese Calcio,IT1,,27,25.2,22,81.5,6,Dacia Arena,25144,+€4.20m,Andrea Sottil,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
6574,us-sassuolo,Us Sassuolo,IT1,,29,25.1,18,62.1,11,Mapei Stadium - Città del Tricolore,21584,+€25.60m,Alessio Dionisi,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
430,ac-florenz,Ac Florenz,IT1,,28,25.6,15,53.6,11,Artemio Franchi,47282,+€23.60m,Vincenzo Italiano,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
398,lazio-rom,Lazio Rom,IT1,,26,26.6,17,65.4,9,Olimpico di Roma,73261,€-3.57m,Maurizio Sarri,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
800,atalanta-bergamo,Atalanta Bergamo,IT1,,26,26.2,17,65.4,17,Gewiss Stadium,22512,€-17.29m,Gian Piero Gasperini,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800
12,as-rom,As Rom,IT1,,29,25.4,18,62.1,17,Olimpico di Roma,73261,+€41.35m,José Mourinho,https://www.transfermarkt.co.uk/as-rom/startseite/verein/12
506,juventus-turin,Juventus Turin,IT1,,27,26.9,16,59.3,18,Allianz Stadium,41507,+€2.28m,Massimiliano Allegri,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
1038,sampdoria-genua,Sampdoria Genua,IT1,,29,26.6,14,48.3,7,Luigi Ferraris,36348,+€22.00m,Dejan Stanković,https://www.transfermarkt.co.uk/sampdoria-genua/startseite/verein/1038
46,inter-mailand,Inter Mailand,IT1,,28,27.5,17,60.7,16,Giuseppe Meazza,75923,€-30.50m,Simone Inzaghi,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46
416,fc-turin,Fc Turin,IT1,,28,24.1,22,78.6,18,Stadio Olimpico Grande Torino,28177,+€13.53m,Ivan Juric,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
6195,ssc-neapel,Ssc Neapel,IT1,,27,25.6,18,66.7,18,Stadio Diego Armando Maradona,54726,+€12.90m,Luciano Spalletti,https://www.transfermarkt.co.uk/ssc-neapel/startseite/verein/6195
749,fc-empoli,Fc Empoli,IT1,,30,24.4,17,56.7,10,Carlo Castellani,19847,+€15.12m,Paolo Zanetti,https://www.transfermarkt.co.uk/fc-empoli/startseite/verein/749
2239,us-cremonese,Us Cremonese,IT1,,31,25.1,17,54.8,7,Giovanni Zini,16003,€-26.30m,Massimiliano Alvini,https://www.transfermarkt.co.uk/us-cremonese/startseite/verein/2239
10484,kasimpasa,Kasimpasa,TR1,,29,26.9,14,48.3,5,Recep Tayyip Erdoğan Stadyumu,13856,+€4.80m,Baris Kanbak,https://www.transfermarkt.co.uk/kasimpasa/startseite/verein/10484
868,mke-ankaragucu,Mke Ankaragucu,TR1,,32,27.1,16,50.0,4,Eryaman Stadyumu,20560,€-1.04m,Ömer Erdogan,https://www.transfermarkt.co.uk/mke-ankaragucu/startseite/verein/868
589,antalyaspor,Antalyaspor,TR1,,29,27.4,15,51.7,3,Corendon Airlines Park Antalya Stadı,32537,+€2.12m,Nuri Sahin,https://www.transfermarkt.co.uk/antalyaspor/startseite/verein/589
11282,alanyaspor,Alanyaspor,TR1,,32,24.9,15,46.9,5,Kırbıyık Holding Stadyumu,10128,+-0,Francesco Farioli,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
3840,adana-demirspor,Adana Demirspor,TR1,,31,27.0,18,58.1,6,Yeni Adana Stadyumu,33000,+€2.42m,Vincenzo Montella,https://www.transfermarkt.co.uk/adana-demirspor/startseite/verein/3840
2293,konyaspor,Konyaspor,TR1,,27,26.7,13,48.1,6,Medaş Konya Büyükşehir Stadyumu,42000,+€2.56m,Ilhan Palut,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
6890,istanbul-basaksehir-fk,Istanbul Basaksehir Fk,TR1,,31,26.8,17,54.8,7,Başakşehir Fatih Terim,17156,€-6.70m,Emre Belözoglu,https://www.transfermarkt.co.uk/istanbul-basaksehir-fk/startseite/verein/6890
114,besiktas-istanbul,Besiktas Istanbul,TR1,,29,26.8,15,51.7,10,Vodafone Park,42590,€-9.05m,Senol Günes,https://www.transfermarkt.co.uk/besiktas-istanbul/startseite/verein/114
141,galatasaray-istanbul,Galatasaray Istanbul,TR1,,29,25.7,16,55.2,13,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52223,€-18.54m,Okan Buruk,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141
449,trabzonspor,Trabzonspor,TR1,,32,25.7,16,50.0,14,Şenol Güneş Spor Kompleksi,40782,+€13k,Abdullah Avci,https://www.transfermarkt.co.uk/trabzonspor/startseite/verein/449
36,fenerbahce-istanbul,Fenerbahce Istanbul,TR1,,30,26.0,16,53.3,16,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47834,+€245k,Jorge Jesus,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
2414,ac-horsens,Ac Horsens,DK1,,20,25.8,8,40.0,3,Nordstern Arena Horsens,10400,+€900k,Jens Berthel Askou,https://www.transfermarkt.co.uk/ac-horsens/startseite/verein/2414
1063,viborg-ff,Viborg Ff,DK1,,24,23.5,12,50.0,1,Viborg Stadion,9566,+€1.92m,Jacob Friis,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
1025,fc-bologna,Fc Bologna,IT1,,30,24.9,20,66.7,11,Stadio Renato Dall’Ara,36462,+€10.23m,Thiago Motta,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025
1177,silkeborg-if,Silkeborg If,DK1,,27,24.3,4,14.8,2,JYSK Park,10000,+€4.75m,Kent Nielsen,https://www.transfermarkt.co.uk/silkeborg-if/startseite/verein/1177
173,odense-boldklub,Odense Boldklub,DK1,,28,23.3,14,50.0,3,Nature Energy Park,15790,€-400k,Andreas Alm,https://www.transfermarkt.co.uk/odense-boldklub/startseite/verein/173
5,ac-mailand,Ac Mailand,IT1,,31,26.2,25,80.6,19,Giuseppe Meazza,75923,€-35.15m,Stefano Pioli,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
1053,aalborg-bk,Aalborg Bk,DK1,,26,23.3,10,38.5,0,Aalborg Portland Park,13800,+€3.18m,Erik Hamrén,https://www.transfermarkt.co.uk/aalborg-bk/startseite/verein/1053
6646,fatih-karagumruk,Fatih Karagumruk,TR1,,29,25.9,14,48.3,6,Atatürk Olimpiyat,74753,+€1.88m,Andrea Pirlo,https://www.transfermarkt.co.uk/fatih-karagumruk/startseite/verein/6646
2778,fc-nordsjaelland,Fc Nordsjaelland,DK1,,29,21.1,19,65.5,2,Right to Dream Park,10300,+€7.99m,Flemming Pedersen,https://www.transfermarkt.co.uk/fc-nordsjaelland/startseite/verein/2778
369,lyngby-bk,Lyngby Bk,DK1,,31,24.1,4,12.9,2,Lyngby Stadion,10000,+-0,Freyr Alexandersson,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
190,fc-kopenhagen,Fc Kopenhagen,DK1,,28,24.6,17,60.7,11,Parken,38065,€-3.26m,Jacob Neestrup,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
5724,randers-fc,Randers Fc,DK1,,24,25.5,11,45.8,2,Cepheus Park Randers,10300,€-9k,Thomas Thomasberg,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
399,leeds-united,Leeds United,GB1,,26,25.3,19,73.1,10,Elland Road,37890,+€8.66m,Jesse Marsch,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
2832,gaziantep-fk,Gaziantep Fk,TR1,,28,26.1,16,57.1,2,Kalyon Stadyumu,33502,€-453k,Erol Bulut,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
873,crystal-palace,Crystal Palace,GB1,,24,27.0,13,54.2,8,Selhurst Park,26047,€-29.15m,Patrick Vieira,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873
2381,sivasspor,Sivasspor,TR1,,29,28.5,16,55.2,5,Yeni 4 Eylül Stadı,27532,€-100k,Riza Calimbay,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
1237,brighton-amp-hove-albion,Brighton Amp Hove Albion,GB1,,23,25.0,16,69.6,12,AMEX Stadium,31800,+€68.17m,Roberto De Zerbi,https://www.transfermarkt.co.uk/brighton-amp-hove-albion/startseite/verein/1237
180,fc-southampton,Fc Southampton,GB1,,24,25.0,16,66.7,11,St Mary's Stadium,32384,€-79.40m,Nathan Jones,https://www.transfermarkt.co.uk/fc-southampton/startseite/verein/180
543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,,24,25.7,23,95.8,12,Molineux Stadium,32050,€-76.80m,Steve Davis,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
931,fc-fulham,Fc Fulham,GB1,,24,27.6,20,83.3,13,Craven Cottage,22384,€-40.50m,Marco Silva,https://www.transfermarkt.co.uk/fc-fulham/startseite/verein/931
1003,leicester-city,Leicester City,GB1,,26,27.3,17,65.4,16,King Power Stadium,32273,+€64.40m,Brendan Rodgers,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
2919,ac-monza,Ac Monza,IT1,,37,26.5,10,27.0,6,U-Power Stadium - Brianteo,15039,€-23.90m,Raffaele Palladino,https://www.transfermarkt.co.uk/ac-monza/startseite/verein/2919
762,newcastle-united,Newcastle United,GB1,,28,27.6,16,57.1,11,St James' Park,52338,€-134.05m,Eddie Howe,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762
678,aarhus-gf,Aarhus Gf,DK1,,23,25.2,9,39.1,2,Ceres Park,19433,€-270k,Uwe Rösler,https://www.transfermarkt.co.uk/aarhus-gf/startseite/verein/678
148,tottenham-hotspur,Tottenham Hotspur,GB1,,25,26.2,17,68.0,18,Tottenham Hotspur Stadium,62062,€-131.15m,Antonio Conte,https://www.transfermarkt.co.uk/tottenham-hotspur/startseite/verein/148
11,fc-arsenal,Fc Arsenal,GB1,,23,24.5,16,69.6,18,Emirates Stadium,60704,€-108.26m,Mikel Arteta,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
405,aston-villa,Aston Villa,GB1,,26,27.2,17,65.4,14,Villa Park,42682,€-28.00m,Unai Emery,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
631,fc-chelsea,Fc Chelsea,GB1,,25,26.6,16,64.0,17,Stamford Bridge,40853,€-225.46m,Graham Potter,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631
31,fc-liverpool,Fc Liverpool,GB1,,27,26.8,19,70.4,16,Anfield,54074,€-14.60m,Jürgen Klopp,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
281,manchester-city,Manchester City,GB1,,23,27.3,16,69.6,18,Etihad Stadium,55017,+€20.40m,Pep Guardiola,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
985,manchester-united,Manchester United,GB1,,30,26.1,19,63.3,19,Old Trafford,74879,€-227.07m,Erik ten Hag,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
2671,pas-giannina,Pas Giannina,GR1,,28,24.4,13,46.4,0,Stadio Zosimades,7652,+€2.68m,Athanasios Staikos,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
3205,kayserispor,Kayserispor,TR1,,32,25.8,15,46.9,3,RHG Enertürk Enerji Stadyumu,32864,+€2.00m,Cagdas Atan,https://www.transfermarkt.co.uk/kayserispor/startseite/verein/3205
2672,apo-levadiakos,Apo Levadiakos,GR1,,29,27.2,17,58.6,2,Stadio Livadias,5915,+-0,Jasminko Velic,https://www.transfermarkt.co.uk/apo-levadiakos/startseite/verein/2672
6418,panetolikos-gfs,Panetolikos Gfs,GR1,,28,25.6,12,42.9,4,Gipedo Panetolikou,7321,+-0,Giannis Anastasiou,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
1148,fc-brentford,Fc Brentford,GB1,,24,25.8,18,75.0,13,Brentford Community Stadium,17250,€-46.90m,Thomas Frank,https://www.transfermarkt.co.uk/fc-brentford/startseite/verein/1148
60949,volos-nps,Volos Nps,GR1,,29,25.7,17,58.6,3,Panthessaliko Stadio,22700,+€1.27m,Konstantinos Bratsos,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
6676,asteras-tripolis,Asteras Tripolis,GR1,,33,26.8,23,69.7,0,Gipedo Theodoros Kolokotronis,7423,+-0,Iraklis Metaxas,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
605,aris-thessaloniki,Aris Thessaloniki,GR1,,29,25.7,22,75.9,8,"Gipedo ""Kleanthis Vikelidis""",22800,+€1.80m,Alan Pardew,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
265,panathinaikos-athen,Panathinaikos Athen,GR1,,29,26.9,19,65.5,8,Apostolos Nikolaidis,15000,+€600k,Ivan Jovanovic,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
379,west-ham-united,West Ham United,GB1,,24,27.8,18,75.0,15,London Stadium,60000,€-164.20m,David Moyes,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
2441,aek-athen,Aek Athen,GR1,,30,27.3,18,60.0,14,OPAP Arena,31100,€-2.60m,Matías Almeyda,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
683,olympiakos-piraus,Olympiakos Piraus,GR1,,39,27.4,28,71.8,20,Stadio Georgios Karaiskakis,32115,€-8.50m,Míchel,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
3060,atromitos-athen,Atromitos Athen,GR1,,28,25.7,14,50.0,1,Stadio Peristeriou,9050,+€1.50m,Chris Coleman,https://www.transfermarkt.co.uk/atromitos-athen/startseite/verein/3060
83678,metal-kharkiv,Metal Kharkiv,UKR1,,26,26.5,2,7.7,0,Avangard,10640,€-820k,Oleg Ratiy,https://www.transfermarkt.co.uk/metal-kharkiv/startseite/verein/83678
1091,paok-thessaloniki,Paok Thessaloniki,GR1,,33,25.3,23,69.7,5,Toumba Stadium,28703,€-2.53m,Razvan Lucescu,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
55686,metalist-1925-kharkiv,Metalist 1925 Kharkiv,UKR1,,26,25.4,2,7.7,0,NSK Olimpisky,70050,+-0,Edmar Galovskyi,https://www.transfermarkt.co.uk/metalist-1925-kharkiv/startseite/verein/55686
49364,ingulets-petrove,Ingulets Petrove,UKR1,,27,26.5,2,7.4,1,Stadion Ingulets,1720,+-0,Sergiy Lavrynenko,https://www.transfermarkt.co.uk/ingulets-petrove/startseite/verein/49364
